"type","institutionid","collectionid","institutioncode","collectioncode","datasetname","ownerinstitutioncode","basisofrecord","informationwithheld","dynamicproperties","occurrenceid","catalognumber","recordnumber","recordedby","individualcount","sex","lifestage","reproductivecondition","behavior","establishmentmeans","occurrencestatus","preparations","disposition","associatedmedia","othercatalognumbers","occurrenceremarks","associatedoccurrences","previousidentifications","fieldnumber","eventdate","eventtime","startdayofyear","enddayofyear","year","month","day","verbatimeventdate","habitat","samplingprotocol","eventremarks","highergeography","continent","waterbody","islandgroup","island","country","countrycode","stateprovince","county","municipality","locality","verbatimlocality","minimumelevationinmeters","maximumelevationinmeters","verbatimelevation","locationaccordingto","locationremarks","decimallatitude","decimallongitude","geodeticdatum","coordinateuncertaintyinmeters","coordinateprecision","verbatimcoordinates","verbatimlatitude","verbatimlongitude","verbatimcoordinatesystem","georeferencedby","georeferenceddate","georeferenceprotocol","georeferencesources","georeferenceverificationstatus","georeferenceremarks","identificationqualifier","identifiedby","dateidentified","identificationverificationstatus","identificationremarks","scientificname","higherclassification","kingdom","phylum","class","order","family","genus","specificepithet","infraspecificepithet","taxonrank","scientificnameauthorship","vernacularname","nomenclaturalcode","inst_cat"
"specimen","urn:lsid:biocol.org:col:34777","urn:lsid:biocol.org:col:34952","MVZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"weight=184.00 g; sex=female ; age=u imm. ; soft parts=for comments on colors, see remarks","urn:occurrence:Arctos:MVZ:Bird:142410:1043314","142410","221","Collector(s): L. Wolf","1","female",NA,NA,NA,"wild caught",NA,"study skin",NA,NA,"collector number=221","EXTENSIVE COLOR NOTES ON ORIGINAL TAG. ED:MST.",NA,"<i>Butorides virescens virescens</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy",NA,"1958-10-04",NA,NA,"277","1958","10","04","4 Oct 1958",NA,NA,NA,"Central America, Guatemala, Alta Verapaz","Central America",NA,NA,NA,"Guatemala",NA,"Alta Verapaz",NA,NA,"Sierra de Las Minas, 5 mi W Panzos","Sierra de Las Minas, 5 mi W Panzos","121.92","121.92",NA,"Vygandas Relys",NA,"15.4","-89.74163","World Geodetic System 1984","6437.376",NA,"15.4/-89.74163",NA,NA,"decimal degrees","Vygandas Relys","2003-04-04 00:00:00.0","MaNIS georeferencing guidelines","ArcView GNS data","unverified",NA,"A","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27","legacy",NA,"Butorides virescens virescens","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","virescens",NA,NA,NA,"ICZN","mvz_142410"
"specimen","urn:lsid:biocol.org:col:34777","urn:lsid:biocol.org:col:34952","MVZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"weight=189.80 g; sex=male ; age=ad. ; reproductive data=testes 6mm","urn:occurrence:Arctos:MVZ:Bird:115365:1406031","115365","61","Collector(s): James B. Bowers","1","male",NA,NA,NA,"wild caught",NA,"study skin",NA,NA,"collector number=61",NA,NA,"<i>Butorides virescens anthonyi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy",NA,"1948-03-19",NA,NA,"79","1948","03","19","19 Mar 1948",NA,NA,NA,"North America, Mexico, Nayarit","North America",NA,NA,NA,"Mexico",NA,"Nayarit",NA,NA,"San Blas","San Blas",NA,NA,NA,"Juan Carlos Hernández Barrios","CONABIO suggests: Nayarit ; San Blas ; San Blas","21.53944","-105.28528","North American Datum 1927","1993",NA,"21.53944/-105.28528",NA,NA,"decimal degrees","Juan Carlos Hernández Barrios","2004-02-03 00:00:00.0","MaNIS georeferencing guidelines","Instituto Nacional de Estadística Geografía e Informática (INEGI), (2002) Localidades de la República Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Población y Viviend","unverified",NA,"A","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27","legacy",NA,"Butorides virescens anthonyi","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,"ICZN","mvz_115365"
"specimen","urn:lsid:biocol.org:col:34777","urn:lsid:biocol.org:col:34952","MVZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"weight=208.00 g; sex=male ; age=u ad.","urn:occurrence:Arctos:MVZ:Bird:71290:1747790","71290","6141","Collector(s): Jean M. Linsdale","1","male",NA,NA,NA,"wild caught",NA,"study skin",NA,NA,"collector number=6141",NA,NA,"<i>Butorides virescens anthonyi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy",NA,"1937-05-14",NA,NA,"134","1937","05","14","14 May 1937",NA,NA,NA,"North America, United States, California, Imperial County","North America",NA,NA,NA,"United States",NA,"California","Imperial County",NA,"Alamo Duck Preserve, 8 mi NW Calipatria","Alamo Duck Preserve, 8 mi NW Calipatria",NA,NA,NA,"Tamrya D. d'Artenay",NA,"33.1714","-115.5697","North American Datum 1927","6720.620544",NA,"33.1714/-115.5697",NA,NA,"decimal degrees","Tamrya D. d'Artenay","2000-09-21 00:00:00.0","MaNIS georeferencing guidelines","Topozone USGS 1:100000","unverified",NA,"A","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27","legacy",NA,"Butorides virescens anthonyi","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,"ICZN","mvz_71290"
"specimen","urn:lsid:biocol.org:col:34777","urn:lsid:biocol.org:col:34952","MVZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"weight=210.00 g; sex=female ; age=ad.","urn:occurrence:Arctos:MVZ:Bird:151589:586901","151589","2853","Collector(s): Ralph E. Ellis Jr.","1","female",NA,NA,NA,"wild caught",NA,"skeleton",NA,NA,"collector number=2853","ED:MST. ELLIS COLL. NO. 3853.",NA,"<i>Butorides virescens anthonyi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy",NA,"1927-05-08",NA,NA,"128","1927","05","08","8 May 1927",NA,NA,NA,"North America, United States, California, Merced County","North America",NA,NA,NA,"United States",NA,"California","Merced County",NA,"10 mi E Los Baños","10 mi E Los Banos",NA,NA,NA,"Tamrya D. d'Artenay",NA,"37.053124","-120.64307","North American Datum 1927","6006.071808",NA,"37.053124/-120.64307",NA,NA,"decimal degrees","Tamrya D. d'Artenay","2001-03-19 00:00:00.0","MaNIS georeferencing guidelines","Terrain Navigator 3.02 USGS 1:100000","unverified",NA,"A","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27","legacy",NA,"Butorides virescens anthonyi","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,"ICZN","mvz_151589"
"specimen","urn:lsid:biocol.org:col:34777","urn:lsid:biocol.org:col:34952","MVZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"weight=210.50 g; sex=female ; age=u ad. ; reproductive data=ovum 8mm","urn:occurrence:Arctos:MVZ:Bird:71289:1841856","71289","5356","Collector(s): Ward C. Russell","1","female",NA,NA,NA,"wild caught",NA,"study skin",NA,NA,"collector number=5356",NA,NA,"<i>Butorides virescens anthonyi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy",NA,"1937-05-08",NA,NA,"128","1937","05","08","8 May 1937",NA,NA,NA,"North America, United States, California, Imperial County","North America",NA,NA,NA,"United States",NA,"California","Imperial County",NA,"Alamo Duck Preserve, 8 mi NW Calipatria","Alamo Duck Preserve, 8 mi NW Calipatria",NA,NA,NA,"Tamrya D. d'Artenay",NA,"33.1714","-115.5697","North American Datum 1927","6720.620544",NA,"33.1714/-115.5697",NA,NA,"decimal degrees","Tamrya D. d'Artenay","2000-09-21 00:00:00.0","MaNIS georeferencing guidelines","Topozone USGS 1:100000","unverified",NA,"A","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27","legacy",NA,"Butorides virescens anthonyi","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,"ICZN","mvz_71289"
"specimen","urn:lsid:biocol.org:col:34777","urn:lsid:biocol.org:col:34952","MVZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"weight=211.50 g; sex=female ; age=u ad.","urn:occurrence:Arctos:MVZ:Bird:71287:767724","71287","6089","Collector(s): Jean M. Linsdale","1","female",NA,NA,NA,"wild caught",NA,"study skin",NA,NA,"collector number=6089",NA,NA,"<i>Butorides virescens anthonyi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy",NA,"1937-05-08",NA,NA,"128","1937","05","08","8 May 1937",NA,NA,NA,"North America, United States, California, Imperial County","North America",NA,NA,NA,"United States",NA,"California","Imperial County",NA,"Alamo Duck Preserve, 8 mi NW Calipatria","Alamo Duck Preserve, 8 mi NW Calipatria",NA,NA,NA,"Tamrya D. d'Artenay",NA,"33.1714","-115.5697","North American Datum 1927","6720.620544",NA,"33.1714/-115.5697",NA,NA,"decimal degrees","Tamrya D. d'Artenay","2000-09-21 00:00:00.0","MaNIS georeferencing guidelines","Topozone USGS 1:100000","unverified",NA,"A","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27","legacy",NA,"Butorides virescens anthonyi","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,"ICZN","mvz_71287"
"specimen","urn:lsid:biocol.org:col:34777","urn:lsid:biocol.org:col:34952","MVZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"weight=216.80 g; sex=female ; age=u ad. ; reproductive data=ovum 14mm","urn:occurrence:Arctos:MVZ:Bird:71294:75704","71294","5436","Collector(s): Ward C. Russell","1","female",NA,NA,NA,"wild caught",NA,"study skin",NA,NA,"collector number=5436",NA,NA,"<i>Butorides virescens anthonyi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy",NA,"1937-05-19",NA,NA,"139","1937","05","19","19 May 1937",NA,NA,NA,"North America, United States, California, Imperial County","North America",NA,NA,NA,"United States",NA,"California","Imperial County",NA,"Alamo Duck Preserve, 8 mi NW Calipatria","Alamo Duck Preserve, 8 mi NW Calipatria",NA,NA,NA,"Tamrya D. d'Artenay",NA,"33.1714","-115.5697","North American Datum 1927","6720.620544",NA,"33.1714/-115.5697",NA,NA,"decimal degrees","Tamrya D. d'Artenay","2000-09-21 00:00:00.0","MaNIS georeferencing guidelines","Topozone USGS 1:100000","unverified",NA,"A","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27","legacy",NA,"Butorides virescens anthonyi","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,"ICZN","mvz_71294"
"specimen","urn:lsid:biocol.org:col:34777","urn:lsid:biocol.org:col:34952","MVZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"weight=217.20 g; sex=male ; age=u ad.","urn:occurrence:Arctos:MVZ:Bird:71285:368516","71285","5991","Collector(s): Jean M. Linsdale","1","male",NA,NA,NA,"wild caught",NA,"study skin",NA,NA,"collector number=5991",NA,NA,"<i>Butorides virescens anthonyi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy",NA,"1937-04-30",NA,NA,"120","1937","04","30","30 Apr 1937",NA,NA,NA,"North America, United States, California, Imperial County","North America",NA,NA,NA,"United States",NA,"California","Imperial County",NA,"Alamo Duck Preserve, 8 mi NW Calipatria","Alamo Duck Preserve, 8 mi NW Calipatria",NA,NA,NA,"Tamrya D. d'Artenay",NA,"33.1714","-115.5697","North American Datum 1927","6720.620544",NA,"33.1714/-115.5697",NA,NA,"decimal degrees","Tamrya D. d'Artenay","2000-09-21 00:00:00.0","MaNIS georeferencing guidelines","Topozone USGS 1:100000","unverified",NA,"A","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27","legacy",NA,"Butorides virescens anthonyi","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,"ICZN","mvz_71285"
"specimen","urn:lsid:biocol.org:col:34777","urn:lsid:biocol.org:col:34952","MVZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"weight=218.00 g; sex=male ; age=u ad.","urn:occurrence:Arctos:MVZ:Bird:71288:1619421","71288","5355","Collector(s): Ward C. Russell","1","male",NA,NA,NA,"wild caught",NA,"study skin",NA,NA,"collector number=5355",NA,NA,"<i>Butorides virescens anthonyi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy",NA,"1937-05-08",NA,NA,"128","1937","05","08","8 May 1937",NA,NA,NA,"North America, United States, California, Imperial County","North America",NA,NA,NA,"United States",NA,"California","Imperial County",NA,"Alamo Duck Preserve, 8 mi NW Calipatria","Alamo Duck Preserve, 8 mi NW Calipatria",NA,NA,NA,"Tamrya D. d'Artenay",NA,"33.1714","-115.5697","North American Datum 1927","6720.620544",NA,"33.1714/-115.5697",NA,NA,"decimal degrees","Tamrya D. d'Artenay","2000-09-21 00:00:00.0","MaNIS georeferencing guidelines","Topozone USGS 1:100000","unverified",NA,"A","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27","legacy",NA,"Butorides virescens anthonyi","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,"ICZN","mvz_71288"
"specimen","urn:lsid:biocol.org:col:34777","urn:lsid:biocol.org:col:34952","MVZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"weight=220.00 g; sex=female ; age=u ad. ; reproductive data=ovum 7mm","urn:occurrence:Arctos:MVZ:Bird:135392:849395","135392","13087","Collector(s): Ward C. Russell","1","female",NA,NA,NA,"wild caught",NA,"study skin",NA,NA,"collector number=13087",NA,NA,"<i>Butorides virescens anthonyi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy",NA,"1957-06-09",NA,NA,"160","1957","06","09","9 Jun 1957",NA,NA,NA,"North America, Mexico, Chihuahua","North America",NA,NA,NA,"Mexico",NA,"Chihuahua",NA,NA,"5 mi N Chihuahua","5 mi N Chihuahua","1432.56","1432.56",NA,"Alejandra Núñez Merchand","CONABIO suggests: Chihuahua ; Chihuahua ; Chihuahua, 5 mi N","28.7080373639","-106.08889","North American Datum 1927","18830",NA,"28.7080373639/-106.08889",NA,NA,"decimal degrees","Alejandra Núñez Merchand","2004-04-03 00:00:00.0","MaNIS georeferencing guidelines","Instituto Nacional de Estadística Geografía e Informática (INEGI), (2002) Localidades de la República Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Población y Viviend","unverified",NA,"A","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27","legacy",NA,"Butorides virescens anthonyi","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,"ICZN","mvz_135392"
"specimen","urn:lsid:biocol.org:col:34777","urn:lsid:biocol.org:col:34952","MVZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"weight=229.00 g; sex=male ; age=u ad.","urn:occurrence:Arctos:MVZ:Bird:71291:310137","71291","6159","Collector(s): Jean M. Linsdale","1","male",NA,NA,NA,"wild caught",NA,"study skin",NA,NA,"collector number=6159",NA,NA,"<i>Butorides virescens anthonyi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy",NA,"1937-05-16",NA,NA,"136","1937","05","16","16 May 1937",NA,NA,NA,"North America, United States, California, Imperial County","North America",NA,NA,NA,"United States",NA,"California","Imperial County",NA,"Alamo Duck Preserve, 8 mi NW Calipatria","Alamo Duck Preserve, 8 mi NW Calipatria",NA,NA,NA,"Tamrya D. d'Artenay",NA,"33.1714","-115.5697","North American Datum 1927","6720.620544",NA,"33.1714/-115.5697",NA,NA,"decimal degrees","Tamrya D. d'Artenay","2000-09-21 00:00:00.0","MaNIS georeferencing guidelines","Topozone USGS 1:100000","unverified",NA,"A","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27","legacy",NA,"Butorides virescens anthonyi","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,"ICZN","mvz_71291"
"specimen","urn:lsid:biocol.org:col:34777","urn:lsid:biocol.org:col:34952","MVZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"weight=237.50 g; sex=female ; age=u ad.","urn:occurrence:Arctos:MVZ:Bird:47870:1143663","47870","5813","Collector(s): Chester C. Lamb","1","female",NA,NA,NA,"wild caught",NA,"study skin",NA,NA,"collector number=5813",NA,NA,"<i>Butorides virescens anthonyi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy",NA,"1926-04-14",NA,NA,"104","1926","04","14","14 Apr 1926",NA,NA,NA,"North America, Mexico, Baja California","North America",NA,NA,NA,"Mexico",NA,"Baja California",NA,NA,"San Felipe","San Felipe",NA,NA,NA,"Moe E. Flannery",NA,"31","-114.866667","North American Datum 1927","5656.84416",NA,"31/-114.866667",NA,NA,"decimal degrees","Moe E. Flannery","2003-05-27 00:00:00.0","MaNIS georeferencing guidelines","NIMA - GNS database","unverified",NA,"A","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27","legacy",NA,"Butorides virescens anthonyi","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,"ICZN","mvz_47870"
"specimen","urn:lsid:biocol.org:col:34777","urn:lsid:biocol.org:col:34952","MVZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"weight=238.10 g; sex=male ; age=u imm. ; molt condition=examined for molt","urn:occurrence:Arctos:MVZ:Bird:118437:814129","118437","52","Collector(s): Gordon W. Gullion","1","male",NA,NA,NA,"wild caught",NA,"study skin",NA,NA,"collector number=52","ED:MOLT-SEE SPECIMEN.",NA,"<i>Butorides virescens anthonyi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy",NA,"1949-08-17",NA,NA,"229","1949","08","17","17 Aug 1949",NA,NA,NA,"North America, United States, California, Humboldt County","North America",NA,NA,NA,"United States",NA,"California","Humboldt County",NA,"Big Lagoon","Big Lagoon",NA,NA,NA,"Bridget Sousa",NA,"41.1604001","-124.1323646","North American Datum 1927","988.137216",NA,"41.1604001/-124.1323646",NA,NA,"decimal degrees","Bridget Sousa","2002-08-09 00:00:00.0","MaNIS georeferencing guidelines","Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"A","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27","legacy",NA,"Butorides virescens anthonyi","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,"ICZN","mvz_118437"
"specimen","urn:lsid:biocol.org:col:34777","urn:lsid:biocol.org:col:34952","MVZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"weight=239.00 g; sex=female ; age=u ad. ; reproductive data=ovum 15mm","urn:occurrence:Arctos:MVZ:Bird:71286:568280","71286","5337","Collector(s): Ward C. Russell","1","female",NA,NA,NA,"wild caught",NA,"study skin",NA,NA,"collector number=5337",NA,NA,"<i>Butorides virescens anthonyi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy",NA,"1937-05-05",NA,NA,"125","1937","05","05","5 May 1937",NA,NA,NA,"North America, United States, California, Imperial County","North America",NA,NA,NA,"United States",NA,"California","Imperial County",NA,"Alamo Duck Preserve, 8 mi NW Calipatria","Alamo Duck Preserve, 8 mi NW Calipatria",NA,NA,NA,"Tamrya D. d'Artenay",NA,"33.1714","-115.5697","North American Datum 1927","6720.620544",NA,"33.1714/-115.5697",NA,NA,"decimal degrees","Tamrya D. d'Artenay","2000-09-21 00:00:00.0","MaNIS georeferencing guidelines","Topozone USGS 1:100000","unverified",NA,"A","Museum of Vertebrate Zoology, University of California, Berkeley","1999-01-27","legacy",NA,"Butorides virescens anthonyi","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,"ICZN","mvz_71286"
