"type","institutionid","collectionid","institutioncode","collectioncode","datasetname","ownerinstitutioncode","basisofrecord","informationwithheld","dynamicproperties","occurrenceid","catalognumber","recordnumber","recordedby","individualcount","sex","lifestage","reproductivecondition","behavior","establishmentmeans","occurrencestatus","preparations","disposition","associatedmedia","othercatalognumbers","occurrenceremarks","associatedoccurrences","previousidentifications","fieldnumber","eventdate","eventtime","startdayofyear","enddayofyear","year","month","day","verbatimeventdate","habitat","samplingprotocol","eventremarks","highergeography","continent","waterbody","islandgroup","island","country","countrycode","stateprovince","county","municipality","locality","verbatimlocality","minimumelevationinmeters","maximumelevationinmeters","verbatimelevation","locationaccordingto","locationremarks","decimallatitude","decimallongitude","geodeticdatum","coordinateuncertaintyinmeters","coordinateprecision","verbatimcoordinates","verbatimlatitude","verbatimlongitude","verbatimcoordinatesystem","georeferencedby","georeferenceddate","georeferenceprotocol","georeferencesources","georeferenceverificationstatus","georeferenceremarks","identificationqualifier","identifiedby","dateidentified","identificationverificationstatus","identificationremarks","scientificname","higherclassification","kingdom","phylum","class","order","family","genus","specificepithet","infraspecificepithet","taxonrank","scientificnameauthorship","vernacularname","nomenclaturalcode","inst_cat"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=female ; age class=adult","urn:occurrence:Arctos:MLZ:Bird:18213:1824757","18213","23891","Collector(s): Chester C. Lamb","1","female","adult",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-T'314; collector number=23891",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1937-03-31",NA,NA,"90","1937","03","31","31 MAR 1937",NA,NA,NA,"North America, Mexico, Sinaloa","North America",NA,NA,NA,"Mexico",NA,"Sinaloa",NA,NA,"Vado Hondo","VADO HONDO","304.8","304.8",NA,"Fiona Gowen",NA,"24.396714","-106.761199","World Geodetic System 1984","1499",NA,"24.396714/-106.761199",NA,NA,"decimal degrees","Fiona Gowen","2012-01-01 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_18213"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=female ; age class=adult","urn:occurrence:Arctos:MLZ:Bird:18215:481986","18215","23883","Collector(s): Chester C. Lamb","1","female","adult",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-T'316; collector number=23883",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1937-03-30",NA,NA,"89","1937","03","30","30 MAR 1937",NA,NA,NA,"North America, Mexico, Sinaloa","North America",NA,NA,NA,"Mexico",NA,"Sinaloa",NA,NA,"Vado Hondo","VADO HONDO","304.8","304.8",NA,"Fiona Gowen",NA,"24.396714","-106.761199","World Geodetic System 1984","1499",NA,"24.396714/-106.761199",NA,NA,"decimal degrees","Fiona Gowen","2012-01-01 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_18215"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=female ; age class=adult","urn:occurrence:Arctos:MLZ:Bird:35617:1101639","35617","7740","Collector(s): Chester C. Lamb","1","female","adult",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-T'''16; collector number=7740",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1943-03-10",NA,NA,"69","1943","03","10","10 MAR 1943",NA,NA,NA,"North America, Mexico, Veracruz","North America",NA,NA,NA,"Mexico",NA,"Veracruz",NA,NA,"Cerro Guzman, 20 mi W Veracruz","VERACRUZ: 20 MI W BY RD","60.96","60.96",NA,"Fiona Gowen",NA,"19.236793","-96.3797","World Geodetic System 1984","3036",NA,"19.1991673/-96.1846544",NA,NA,"decimal degrees","Fiona Gowen","2012-01-01 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_35617"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=female ; age class=adult","urn:occurrence:Arctos:MLZ:Bird:39476:275679","39476","10118","Collector(s): Chester C. Lamb","1","female","adult",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-J''''39; collector number=10118",NA,"(offspring of) MLZ:Egg http://arctos.database.museum/guid/MLZ:Egg:14","<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1944-05-18",NA,NA,"139","1944","05","18","18 MAY 1944",NA,NA,NA,"North America, Mexico, Veracruz","North America",NA,NA,NA,"Mexico",NA,"Veracruz",NA,NA,"Laguna Tamiahua","LAGUNA TAMIAHUA: 30 MI S TAMPICO","1.2192","1.2192",NA,"Fiona Gowen",NA,"21.599933","-97.660237","World Geodetic System 1984","7066",NA,"21.599933/-97.660237",NA,NA,"decimal degrees","Fiona Gowen","2012-01-01 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_39476"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=female ; age class=adult","urn:occurrence:Arctos:MLZ:Bird:46890:1186456","46890","46741","Collector(s): Chester C. Lamb","1","female","adult",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-AF13; collector number=46741",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1947-10-23",NA,NA,"296","1947","10","23","23 OCT 1947",NA,NA,NA,"North America, Mexico, Veracruz","North America",NA,NA,NA,"Mexico",NA,"Veracruz",NA,NA,"Cerro Guzman, 20 mi W Veracruz","CERRO GUZMAN: 20 MI W VERACRUZ","60.96","60.96",NA,"Fiona Gowen",NA,"19.236793","-96.3797","World Geodetic System 1984","3036",NA,"19.2333345/-96.6890511",NA,NA,"decimal degrees","Fiona Gowen","2012-01-01 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_46890"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=female ; age class=adult","urn:occurrence:Arctos:MLZ:Bird:9759:589450","9759","19871","Collector(s): Chester C. Lamb","1","female","adult",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-W118; collector number=19871",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1934-06-14",NA,NA,"165","1934","06","14","14 JUN 1934",NA,NA,NA,"North America, Mexico, Sinaloa","North America",NA,NA,NA,"Mexico",NA,"Sinaloa",NA,NA,"Culiacan","CULIACAN","38.1","38.1",NA,"unknown",NA,"24.807372","-107.397337","World Geodetic System 1984","6440",NA,"24.807372/-107.397337",NA,NA,"decimal degrees","unknown","2012-07-08 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_9759"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=female ; age class=immature","urn:occurrence:Arctos:MLZ:Bird:11464:736516","11464","18422","Collector(s): Chester C. Lamb","1","female","immature",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-K204; collector number=18422",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1933-11-04",NA,NA,"308","1933","11","04","04 NOV 1933",NA,NA,NA,"North America, Mexico, Sinaloa","North America",NA,NA,NA,"Mexico",NA,"Sinaloa",NA,NA,"El Molino","EL MOLINO","3.048","3.048",NA,"unknown",NA,"24.569476","-107.664966","World Geodetic System 1984","3036",NA,"24.569476/-107.664966",NA,NA,"decimal degrees","unknown","2012-07-08 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_11464"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=male","urn:occurrence:Arctos:MLZ:Bird:67282:410307","67282","18861","Collector(s): Chester C. Lamb","1","male",NA,NA,NA,"wild caught",NA,"skeleton",NA,NA,"MLZ: Moore Laboratory of Zoology=M-L'104; collector number=18861","OLD CAT # S-186",NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1934-01-18",NA,NA,"18","1934","01","18","18 JAN 1934",NA,NA,NA,"North America, Mexico, Sinaloa","North America",NA,NA,NA,"Mexico",NA,"Sinaloa",NA,NA,"Mazatlan","MAZATLAN","0","0",NA,"unknown",NA,"23.2279373","-106.4006576","World Geodetic System 1984","7718",NA,"23.2279373/-106.4006576",NA,NA,"decimal degrees","unknown","2012-07-08 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_67282"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=male","urn:occurrence:Arctos:MLZ:Bird:67284:253298","67284","U.S.K. 21","Collector(s): C. F. Underwood",NA,"male",NA,NA,NA,"wild caught",NA,"skeleton",NA,NA,"MLZ: Moore Laboratory of Zoology=HO-U9; collector number=U.S.K. 21","OLD CAT # S-517",NA,NA,NA,"1937-10-16",NA,NA,"289","1937","10","16","16 OCT 1937",NA,NA,NA,"Central America, Honduras, Departamento Francisco Morazan","Central America",NA,NA,NA,"Honduras",NA,"Departamento Francisco Morazan",NA,NA,"Tegucigalpa","TEGUCIGALPA",NA,NA,NA,"Fiona Gowen",NA,"14.1","-87.216667","World Geodetic System 1984","3746",NA,"14.0999994/-87.2166634",NA,NA,"decimal degrees","Fiona Gowen","2012-01-01 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","C. F. Underwood",NA,"legacy",NA,"Butorides virescens","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_67284"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=male ; age class=adult","urn:occurrence:Arctos:MLZ:Bird:10259:1727940","10259",NA,"Collector(s): P. Roveglia","1","male","adult",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-Y27",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by P. Roveglia; method: legacy",NA,"1932-09-08",NA,NA,"252","1932","09","08","08 SEP 1932",NA,NA,NA,"North America, Mexico, Veracruz","North America",NA,NA,NA,"Mexico",NA,"Veracruz",NA,NA,"Motzorongo","MOTZORONGO",NA,NA,NA,"Fiona Gowen",NA,"18.6424999","-96.7305527","World Geodetic System 1984","884",NA,"18.6424999/-96.7305527",NA,NA,"decimal degrees","Fiona Gowen","2012-01-01 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","P. Roveglia",NA,"legacy",NA,"Butorides virescens","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_10259"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=male ; age class=adult","urn:occurrence:Arctos:MLZ:Bird:11110:924742","11110","17320","Collector(s): Chester C. Lamb","1","male","adult",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-C43; collector number=17320",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1933-04-22",NA,NA,"112","1933","04","22","22 APR 1933",NA,NA,NA,"North America, Mexico, Sonora","North America",NA,NA,NA,"Mexico",NA,"Sonora",NA,NA,"Isla Basacori","ISLA BASACORI",NA,NA,NA,"Fiona Gowen",NA,"26.4","-109.25","World Geodetic System 1984","1463",NA,"26.4000006/-109.2172396",NA,NA,"decimal degrees","Fiona Gowen","2012-01-01 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_11110"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=male ; age class=adult","urn:occurrence:Arctos:MLZ:Bird:11430:1663253","11430","17376","Collector(s): Chester C. Lamb","1","male","adult",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-D264; collector number=17376",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1933-04-30",NA,NA,"120","1933","04","30","30 APR 1933",NA,NA,NA,"North America, Mexico, Sinaloa","North America",NA,NA,NA,"Mexico",NA,"Sinaloa",NA,NA,"Yecorato","YECORATO",NA,NA,NA,"Fiona Gowen",NA,"26.42985","-108.217795","World Geodetic System 1984","3036",NA,"26.42985/-108.217795",NA,NA,"decimal degrees","Fiona Gowen","2012-01-01 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_11430"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=male ; age class=adult","urn:occurrence:Arctos:MLZ:Bird:11465:109519","11465","18370","Collector(s): Chester C. Lamb","1","male","adult",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-K203; collector number=18370",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1933-10-30",NA,NA,"303","1933","10","30","30 OCT 1933",NA,NA,NA,"North America, Mexico, Sinaloa","North America",NA,NA,NA,"Mexico",NA,"Sinaloa",NA,NA,"El Molino","EL MOLINO","3.048","3.048",NA,"unknown",NA,"24.569476","-107.664966","World Geodetic System 1984","3036",NA,"24.569476/-107.664966",NA,NA,"decimal degrees","unknown","2012-07-08 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_11465"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=male ; age class=adult","urn:occurrence:Arctos:MLZ:Bird:11771:1765720","11771","20212","Collector(s): Chester C. Lamb","1","male","adult",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-A'175; collector number=20212",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1934-09-17",NA,NA,"260","1934","09","17","17 SEP 1934",NA,NA,NA,"North America, Mexico, Sinaloa","North America",NA,NA,NA,"Mexico",NA,"Sinaloa",NA,NA,"El Rosario area","ROSARIO","16.764","16.764",NA,"Fiona Gowen",NA,"22.993252","-105.858632","World Geodetic System 1984","3036",NA,"22.993252/-105.858632",NA,NA,"decimal degrees","Fiona Gowen","2012-01-01 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_11771"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=male ; age class=adult","urn:occurrence:Arctos:MLZ:Bird:48905:1207230","48905","48418","Collector(s): Chester C. Lamb","1","male","adult",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-AL374; collector number=48418",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1948-08-08",NA,NA,"221","1948","08","08","08 AUG 1948",NA,NA,NA,"North America, Mexico, Veracruz","North America",NA,NA,NA,"Mexico",NA,"Veracruz",NA,NA,"Rancho Caracol, 30 mi S Tezonapa","RANCHO CARACOL: 30 MI S TEZONAPA","274.32","274.32",NA,"Fiona Gowen",NA,"18.415169","-96.716742","World Geodetic System 1984","2022",NA,"18.415169/-96.716742",NA,NA,"decimal degrees","Fiona Gowen","2012-01-01 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia Chordata Aves Ciconiiformes Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_48905"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=male ; age class=adult","urn:occurrence:Arctos:MLZ:Bird:9757:592004","9757","18159","Collector(s): Chester C. Lamb","1","male","adult",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-I59; collector number=18159",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1933-09-28",NA,NA,"271","1933","09","28","28 SEP 1933",NA,NA,NA,"North America, Mexico, Sinaloa","North America",NA,NA,NA,"Mexico",NA,"Sinaloa",NA,NA,"Guamuchil","GUAMUCHIL","54.864","54.864",NA,"Fiona Gowen",NA,"25.458424","-108.079763","World Geodetic System 1984","3036",NA,"25.458424/-108.079763",NA,NA,"decimal degrees","Fiona Gowen","2012-01-01 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_9757"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=male ; age class=adult","urn:occurrence:Arctos:MLZ:Bird:9758:872822","9758","18178","Collector(s): Chester C. Lamb","1","male","adult",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-I69; collector number=18178",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1933-10-01",NA,NA,"274","1933","10","01","01 OCT 1933",NA,NA,NA,"North America, Mexico, Sinaloa","North America",NA,NA,NA,"Mexico",NA,"Sinaloa",NA,NA,"Guamuchil","GUAMUCHIL","54.864","54.864",NA,"Fiona Gowen",NA,"25.458424","-108.079763","World Geodetic System 1984","3036",NA,"25.458424/-108.079763",NA,NA,"decimal degrees","Fiona Gowen","2012-01-01 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_9758"
"specimen","urn:lsid:biocol.org:col:35295",NA,"MLZ","Bird specimens",NA,NA,"PreservedSpecimen",NA,"sex=male ; age class=immature","urn:occurrence:Arctos:MLZ:Bird:11466:781525","11466","18385","Collector(s): Chester C. Lamb","1","male","immature",NA,NA,"wild caught",NA,"skin",NA,NA,"MLZ: Moore Laboratory of Zoology=M-K202; collector number=18385",NA,NA,"<i>Butorides virescens</i> (accepted ID) identified by Chester C. Lamb; method: legacy",NA,"1933-11-01",NA,NA,"305","1933","11","01","01 NOV 1933",NA,NA,NA,"North America, Mexico, Sinaloa","North America",NA,NA,NA,"Mexico",NA,"Sinaloa",NA,NA,"El Molino","EL MOLINO","3.048","3.048",NA,"unknown",NA,"24.569476","-107.664966","World Geodetic System 1984","3036",NA,"24.569476/-107.664966",NA,NA,"decimal degrees","unknown","2012-07-08 00:00:00.0","GeoLocate","GeoLocate","unverified",NA,"A","Chester C. Lamb",NA,"legacy",NA,"Butorides virescens","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae;","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,NA,NA,"ICZN","mlz_11466"
"specimen",NA,"urn:lsid:biocol.org:col:34954","ROM","Birds","Ornithology",NA,"PreservedSpecimen",NA,"LifeStage Remarks: no bursaWt: 205.9 g; Fat Class: mod; Meas: BN: 51; TR: 51.8; WC: 74; T: 59 mm","URI:catalog:ROM:Birds:118152","118152","1B-5323",NA,NA,"female","adult","ov: 18x20, lrgst ova: 5x5, 4x6 mm",NA,NA,NA,"skeleton","in collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America; Canada; Ontario; Chatham-Kent","North America",NA,NA,NA,"Canada",NA,"Ontario","Chatham-Kent",NA,"Concession D, pumphouse","Concession D, pumphouse",NA,NA,NA,NA,NA,"42.4","-82.183333","WGS84","29382",NA,NA,NA,NA,NA,"Bradley G. Millen (ROM)","2014-03-25","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","GEOLocate","verification required","georef'd as Chatham-Kent, unknown concession",NA,NA,NA,NA,NA,"Butorides virescens","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae Botaurinae; Butorides","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae Botaurinae","Butorides","virescens",NA,NA,NA,NA,NA,"rom_118152"
"specimen",NA,NA,"CAS","ORN",NA,NA,"PreservedSpecimen",NA,"Weight=112.1g","urn:catalog:CAS:ORN:70272","70272",NA,"K. Riley",NA,"F","Imm.",NA,NA,NA,NA,"Skeleton Complete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1979","7","5","5 July 1979",NA,NA,NA,"North America; USA; California; Sonoma Co.","North America",NA,NA,NA,"USA",NA,"California","Sonoma Co.",NA,"Santa Rosa",NA,NA,NA,NA,NA,NA,"38.43761","-122.72280","WGS84",NA,NA,NA,"38.4376106°","-122.7228012°",NA,NA,NA,NA,NA,NA,"By air",NA,NA,NA,NA,NA,"Butorides virescens","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens",NA,NA,"(Linnaeus, 1758)",NA,NA,"cas_70272"
"specimen",NA,NA,"CAS","ORN",NA,NA,"PreservedSpecimen",NA,"Weight=166.4 g.","urn:catalog:CAS:ORN:90433","90433",NA,"Lindsay Wildlife Hospital",NA,"M","immature",NA,NA,NA,NA,"TISSUE; Skin Study",NA,NA,NA,"Hatch-year immature.",NA,NA,NA,NA,NA,NA,NA,"2001","8","5","5 August 2001",NA,NA,NA,"North America; USA; California; Contra Costa Co.","North America",NA,NA,NA,"USA",NA,"California","Contra Costa Co.",NA,"Concord, Ignacio Road at Clayton Road.",NA,NA,NA,NA,NA,NA,"37.95208","-121.95739","WGS84",NA,NA,NA,"37.952088°","-121.957391°",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens anthonyi","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,NA,"cas_90433"
"specimen",NA,NA,"CAS","ORN",NA,NA,"PreservedSpecimen",NA,NA,"urn:catalog:CAS:ORN:20627","20627",NA,"P. J. Fair",NA,"M","U-Ad",NA,NA,NA,NA,"Skin Mount",NA,NA,NA,"SPECIMEN REMOVED FROM COLLECTION.",NA,NA,NA,NA,NA,NA,NA,"1916","11","13","13 November 1916",NA,NA,NA,"North America; USA; California; Merced Co.","North America",NA,NA,NA,"USA",NA,"California","Merced Co.",NA,"Los Banos",NA,NA,NA,NA,NA,NA,"37.06616","-120.84233","WGS84",NA,NA,NA,"37.066163°","-120.842336°",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens anthonyi","Animalia; Chordata; Aves; Ciconiiformes; Ardeidae","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Butorides","virescens","anthonyi",NA,NA,NA,NA,"cas_20627"
"specimen",NA,NA,"OMNH","Birds","Birds Specimen",NA,"Preserved Specimen",NA,NA,"urn:catalog:OMNH:Birds:10478","10478.0",NA,"P. Avery",NA,"M",NA,NA,NA,NA,NA,"Mounted Skin",NA,NA,NA,NA,NA,NA,NA,"1969-04-16",NA,NA,NA,"1969","4","16","16 April 1969",NA,NA,NA,NA,"North America",NA,NA,NA,"United States",NA,"Oklahoma","Washington",NA,"2 miles Southeast of Bartlesville",NA,NA,NA,NA,NA,NA,"36.71535","-95.92671","WGS84","7435.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butorides virescens",NA,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens",NA,NA,NA,"Green Heron",NA,"omnh_10478.0"
