"inst_cat","institutioncode","catalognumber","key","eventdate","latitude","longitude","name","collectioncode","source"
"lacm_15963","lacm","15963","2db6b860-0661-43a1-8250-330a2eb1f1d6",NA,NA,NA,"butorides virescens","birds","idigbio"
"dmns_136","dmns","136","2dd47ddf-56b2-4d09-96e5-967e76d1f006","1896-06-07",NA,NA,"butorides virescens","bird eggs/nests","idigbio"
"mmnh_20067","mmnh","20067","2deeb471-2705-4359-8318-7e0f47c4936c","1964-07-13",NA,NA,"butorides virescens","bird","idigbio"
"cas_70272","cas","70272","2e5d685a-e6aa-430c-a8d0-09a24033726f",NA,"38.43761","-122.7228","butorides virescens","orn","idigbio"
"dmnh_79206","dmnh","79206","2e904160-ffda-43e4-811c-14c9fd8cd956","1991-08-02","38.8070583","-75.3935546","butorides virescens","bird","idigbio"
"omnh_8243.0","omnh","8243.0","2eb141d6-2cc7-4de4-aaed-072aa32d60a0","1925-07-03","33.6448492","-94.5206165","butorides virescens","birds","idigbio"
"nysm_zo-14222","nysm","zo-14222","2f0292e8-2816-4f09-8ffe-240d7e78bb9f",NA,"42.337023","-78.457941","butorides virescens","zo","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 4320","ohio state university - bird division, columbus, oh (osum)","osum birds e 4320","2f6419a5-e372-4933-b6db-80efbed561bf",NA,"40.8424","-83.3044","butorides virescens","birds","idigbio"
"wfvz_205549","wfvz","205549","2fa9d380-30ff-47e9-bd72-be05d5aa97ab","1896-05-19",NA,NA,"butorides virescens","eggs","idigbio"
"msu_or.6454","msu","or.6454","2ff0cea2-a572-44f1-a2dc-b9143fd78534","1897-08-04",NA,NA,"butorides virescens","or","idigbio"
"cumv_49539","cumv","49539","302319b1-dc4e-4e79-a9a0-3d85a6ffadd6","1998-05-05",NA,NA,"butorides virescens","bird specimens","idigbio"
"omnh_13140.0","omnh","13140.0","3036d1e3-aee2-4817-bff5-39f599d73c37",NA,"35.5025558","-97.591217","butorides virescens","birds","idigbio"
"psm_bird-24659","psm","bird-24659","304fb8de-1e86-437f-aec7-370fd8754577","2010-08-28",NA,NA,"butorides virescens","bird","idigbio"
"ypm_ypm orn 112990","ypm","ypm orn 112990","3141821b-24f3-489e-8e41-8bc162344c2e","1960-07-19","41.3908","-72.86","butorides virescens","vz","idigbio"
"wfvz_12736","wfvz","12736","31a104b4-a62f-444d-a48a-953db02bbf98","1940-10-12","15.36281","-92.6548877","butorides virescens","bird","idigbio"
"wfvz_205483","wfvz","205483","320841cd-0c75-4f26-afba-8b71752bbde3","1876-05-03",NA,NA,"butorides virescens","eggs","idigbio"
"psm_bird-20466","psm","bird-20466","320d483d-8530-4895-9ee6-884688a2926f","1993-04-27","47.0564405","-123.10215","butorides virescens","bird","idigbio"
"csuc_431","csuc","431","32ec2703-89a9-417e-9a01-194f4192bee3","1934-05-03",NA,NA,"butorides virescens","birds","idigbio"
"dmnh_85136","dmnh","85136","330a17ab-23d4-4a44-b9a4-75283b5e1f83","2004-05-08",NA,NA,"butorides virescens","bird","idigbio"
"ncsm_19028","ncsm","19028","338217e8-9208-4f22-a6bf-30416918b8b4",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 5313","ohio state university - bird division, columbus, oh (osum)","osum birds e 5313","33cf833b-9d93-420c-8f5b-5b5660ec3f90",NA,"0","0","butorides virescens","birds","idigbio"
"omnh_21083.0","omnh","21083.0","33d52c7a-4126-483d-8c51-6e9858b00e52","1910-01-04",NA,NA,"butorides virescens","birds","idigbio"
"mmnh_36397","mmnh","36397","33e47fbe-8b22-4765-a617-c088a48257c7","1961-06-29",NA,NA,"butorides virescens","bird","idigbio"
"hsu_4551","hsu","4551","33eeb4b3-e9fd-4be8-9844-b51434f4d03f","1979-07-31",NA,NA,"butorides virescens","wildlifebirds","idigbio"
"uwbm_48013","uwbm","48013","34d8b5e8-9cfc-44e5-ac59-8a475bd98835","1987-08-08","30.4602454","-91.1114881","butorides virescens","bird","idigbio"
"sbmnh_1356","sbmnh","1356","350ce4ee-850f-482a-bdac-c89f782b2b90","1968-01-01","33.1769444","-115.6172222","butorides virescens","av","idigbio"
"uwbm_79712","uwbm","79712","35570d00-008b-444c-8448-2cf931455751","2001-07-06","47.7987072","-122.4981921","butorides virescens","bird","idigbio"
"omnh_5014.0","omnh","5014.0","358536bf-6c2b-4aa9-beb5-3feb2c0a9430","1959-08-11","35.1501613","-96.4931774","butorides virescens","birds","idigbio"
"wfvz_205518","wfvz","205518","35c958ae-bfa8-4bd1-90ac-94ce338e2d64","1910-05-28",NA,NA,"butorides virescens","eggs","idigbio"
"mmnh_20047","mmnh","20047","3661d073-e3a1-425a-8403-f68b2cbd2baa","1961-09-24",NA,NA,"butorides virescens","bird","idigbio"
"msu_or.2868","msu","or.2868","37506bf8-5ae6-4c96-aa2b-bbb8124139a7",NA,NA,NA,"butorides virescens","or","idigbio"
"psm_bird-04908","psm","bird-04908","37775b6b-a7a6-454a-bfb3-c5a2a88a562e","1923-06-11","44.0517884","-124.0665069","butorides virescens","bird","idigbio"
"ncsm_16111","ncsm","16111","381d24b4-9625-4156-815b-182a67d2424e",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 954","ohio state university - bird division, columbus, oh (osum)","osum birds e 954","3823c515-4211-4595-9c75-48356171f878",NA,"0","0","butorides virescens","birds","idigbio"
"wfvz_205501","wfvz","205501","38ccd4b1-9a2e-431a-ab9b-c2c3af84e1d1","1909-05-20",NA,NA,"butorides virescens","eggs","idigbio"
"wfvz_211548","wfvz","211548","38dccd14-2551-4806-8d20-854e1feea65a","1876-05-03",NA,NA,"butorides virescens","eggs","idigbio"
"wfvz_56783","wfvz","56783","38e934db-a26d-4c0a-934b-21887a201ea2","2012-10-13",NA,NA,"butorides virescens","bird","idigbio"
"wfvz_205434","wfvz","205434","39298dad-72ab-49c1-8dc4-a424af4ea84e","1904-05-24",NA,NA,"butorides virescens","eggs","idigbio"
"uwbm_26380","uwbm","26380","39ad2562-4575-47a5-a855-d756fa777163","1968-09-24","47.7573202","-122.2440148","butorides virescens","bird","idigbio"
"wfvz_4406","wfvz","4406","39c06170-510b-426e-98f5-4bc1db4facf1","2003-08-03","34.387332","-119.303833","butorides virescens","bird","idigbio"
"dmnh_78619","dmnh","78619","39c42476-8eeb-44fb-b3f2-b1842aa2914a","1990-07-24","39.6676887","-75.7204342","butorides virescens","bird","idigbio"
"mmnh_1946","mmnh","1946","39dda2f2-25cf-4071-8a00-5b52466160c1",NA,NA,NA,"butorides virescens","bird","idigbio"
"wfvz_976","wfvz","976","3a2b517e-dd82-4169-bff4-2bad96b517df","1947-04-26","26.3503083","-109.13384","butorides virescens","bird","idigbio"
"ncsm_5741","ncsm","5741","3a43f4a2-fa86-40ce-afdc-82ee3b7f1a30",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"wfvz_205498","wfvz","205498","3a797f42-8ef9-43b2-beed-a8c18087b1fe","1933-05-31",NA,NA,"butorides virescens","eggs","idigbio"
"dmns_1164","dmns","1164","3aa501e7-7186-4a69-ab6a-7c3b53d49305","1905-04-21",NA,NA,"butorides virescens","bird eggs/nests","idigbio"
"psm_bird-17571","psm","bird-17571","3b31b3cb-d20d-4dd4-bf6a-904717720c7b","1953-02-16",NA,NA,"butorides virescens","bird","idigbio"
"wfvz_205337","wfvz","205337","3b65e687-19d3-44a3-834a-3f2c007f0a20","1898-03-18",NA,NA,"butorides virescens","eggs","idigbio"
"wfvz_3353","wfvz","3353","3c2946ae-6bb9-463e-a8e5-6223c79e1c06","1914-04-27","33.7864951","-118.2933139","butorides virescens","bird","idigbio"
"ypm_ypm orn 109819","ypm","ypm orn 109819","3c5ae639-3e95-42e5-bf6d-6d0a463bffe5","1978-09-11","41.2222","-73.0569","butorides virescens","vz","idigbio"
"wfvz_205541","wfvz","205541","3c70d70f-939e-47b1-b9b1-21d3995a8987","1895-05-10",NA,NA,"butorides virescens","eggs","idigbio"
"psm_bird-11869","psm","bird-11869","3ca8bca2-b24b-47f2-aa17-375dd8b64e2c","1914-07-06","34.400341","-118.9507599","butorides virescens","bird","idigbio"
"wfvz_205531","wfvz","205531","3ca9d594-815c-41db-be39-b61b07f285f4","1885-04-25","30.1052325","-93.903588","butorides virescens","eggs","idigbio"
"uwbm_91757","uwbm","91757","3d127dcf-e1bf-49c6-8150-5ee0faf4b20c","2011-08-05",NA,NA,"butorides virescens","bird","idigbio"
"nysm_zo-11534","nysm","zo-11534","3dbae3bf-387a-481b-999a-b8cf22fd00bf","1926-05-28","40.615719","-73.729615","butorides virescens","zo","idigbio"
"wfvz_205535","wfvz","205535","3dd57fa5-5686-4139-a07c-c6bfa0e7b378","1923-05-13",NA,NA,"butorides virescens","eggs","idigbio"
"nysm_zo-10115","nysm","zo-10115","3e2b55e4-ab7f-4748-b471-aa80fd5e2ba0","1929-08-08",NA,NA,"butorides virescens","zo","idigbio"
"uwbm_5524","uwbm","5524","3e439069-4943-45e5-aa89-b20582230bda","1908-06-20","43.2261932","-94.1596985","butorides virescens","bird","idigbio"
"wnmu_2","wnmu","2","3eb03bbd-b101-4ae3-87ef-2b3f32797008","1944-04-01/1944-04-30",NA,NA,"butorides virescens","bird specimens","idigbio"
"sdnhm_50222","sdnhm","50222","3f0b3cff-575e-404b-b4c3-ed4af55182b9","1998-10-01","32.8463367","-117.2512095","butorides virescens","birds","idigbio"
"nysm_zo-11548","nysm","zo-11548","3fc51cb1-0e2f-4c8c-adbc-979309bb01be",NA,"41.146324","-72.290293","butorides virescens","zo","idigbio"
"utep_2017","utep","2017","40127ffa-f14c-4c68-b590-11fb9dc2ab14","2002-08-17",NA,NA,"butorides virescens","birds","idigbio"
"dmns_656","dmns","656","408b6d8d-09f3-460b-b908-6551b212193f","1917-05-09","32.421215","-80.823032","butorides virescens","bird eggs/nests","idigbio"
"pmns_orn006458","pmns","orn006458","41c887f1-ae32-4769-b7ac-cf82a5bc5519","1937-08-18",NA,NA,"butorides virescens","birds","idigbio"
"mmnh_20057","mmnh","20057","426c6aec-f91d-423d-845d-58d326887f42","1964-05-10",NA,NA,"butorides virescens","bird","idigbio"
"nysm_zo-11535","nysm","zo-11535","4281e2b6-9e43-4ccc-a8d5-03f484defda6","1909-04-15",NA,NA,"butorides virescens","zo","idigbio"
"sdnhm_49021","sdnhm","49021","42d9025e-5462-4a3f-9b4e-bd2ed815672c","1994-10-09","32.72","-117.16","butorides virescens","birds","idigbio"
"mlz_41492","mlz","41492","42fb1fc7-deda-4495-aed3-9ae5ec6ef476","1945-09-25","21.76172","-101.838711","butorides virescens","bird specimens","idigbio"
"nysm_zo-2102","nysm","zo-2102","434ffa50-e3e3-4492-a5c6-608e73dd97cf","1893-07-21","42.89944","-73.42556","butorides virescens","zo","idigbio"
"wfvz_44645","wfvz","44645","4393d324-36e2-4393-807a-d0ea8bd15d2a","1985-01-04","33.800967","-117.821473","butorides virescens","bird","idigbio"
"dmns_7351","dmns","7351","44d5c528-2479-40c7-af71-a39863efd18b","1917-05-18","32.247417","-80.780217","butorides virescens","bird specimens","idigbio"
"mmnh_20080","mmnh","20080","4564fa66-9190-43af-9464-cc136d0cfcfe","1961-10-22",NA,NA,"butorides virescens","bird","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds b 5061","ohio state university - bird division, columbus, oh (osum)","osum birds b 5061","45945557-7f3f-45fe-a681-a24f15f753f7",NA,"40.2503","-83.0002","butorides virescens","birds","idigbio"
"mmnh_48035","mmnh","48035","464fd42e-f826-4bc3-81cd-3e9aa3283de9","1976-08-01",NA,NA,"butorides virescens","bird","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 4564","ohio state university - bird division, columbus, oh (osum)","osum birds e 4564","46959dd9-5e43-4c67-ac3e-539e5fcfd8e9",NA,"0","0","butorides virescens","birds","idigbio"
"ncsm_20690","ncsm","20690","46c2b276-8590-4937-be83-54e7f50fb68a",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"wfvz_205571","wfvz","205571","4718a80b-4059-467a-8147-5861145cb407","1922-04-22",NA,NA,"butorides virescens","eggs","idigbio"
"dmnh_82526","dmnh","82526","4737ef6e-8ae5-46bc-9189-a1759a05dfe0","1995-08-21","39.5655709","-75.5966946","butorides virescens","bird","idigbio"
"mcz_2629","mcz","2629","47573ccd-603f-4109-8cb6-29d3082f29e1","1858-01-01/1858-12-31",NA,NA,"butorides virescens","orn","idigbio"
"nysm_zo-11546","nysm","zo-11546","475fa8e4-fc2e-4295-baa4-caff2aa3d883",NA,"41.146324","-72.290293","butorides virescens","zo","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 4336","ohio state university - bird division, columbus, oh (osum)","osum birds e 4336","478ec5cb-f20e-4103-99ca-6542e35af58f",NA,"40.8424","-83.3044","butorides virescens","birds","idigbio"
"wfvz_205538","wfvz","205538","480c26a3-5f86-450b-bc25-67bb43273b08","1898-03-18",NA,NA,"butorides virescens","eggs","idigbio"
"wfvz_12734","wfvz","12734","4838f4f8-ac18-4409-ac9d-4c2088624543","1943-09-19","27.5819244","-109.928893","butorides virescens","bird","idigbio"
"sbmnh_2199","sbmnh","2199","487e034b-ca9b-4b6a-8a38-a41233b43ca6","1972-11-05","34.4358333","-119.8266667","butorides virescens","av","idigbio"
"dmnh_82522","dmnh","82522","488ecd51-e07b-4c84-b91f-0e21b45e964c","1995-07-05","39.9389616","-75.8135605","butorides virescens","bird","idigbio"
"nysm_zo-6938","nysm","zo-6938","48a9c2b3-47bb-4312-8850-d650a75661df","1931-09-10","41.066825","-72.332224","butorides virescens","zo","idigbio"
"hsu_9413","hsu","9413","48d0a603-8b94-4d86-b01d-c7707838c2ff","2012-12-24",NA,NA,"butorides virescens","wildlifebirds","idigbio"
"ttrs_24","ttrs","24","48dc85f0-ad38-4e0d-9acc-c0992ce86d43",NA,"30.663779","-84.210611","butorides virescens","ornithology","idigbio"
"dmns_6090","dmns","6090","4918f083-12d0-4450-b0d4-55ae4b93adcf","1903-04-19",NA,NA,"butorides virescens","bird eggs/nests","idigbio"
"ncsm_6471","ncsm","6471","492d72e0-9443-4be7-ab39-954b535b2bcd",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"psm_bird-12945","psm","bird-12945","49404217-c345-4ff5-a675-1102d014df1b","1990-05-05","46.9753708","-123.7839968","butorides virescens","bird","idigbio"
"dmnh_72814","dmnh","72814","498963cb-c615-4272-a381-fc91b110b67a","1982-04-26","39.1252663","-75.4645729","butorides virescens","bird","idigbio"
"mcz_337747","mcz","337747","498b1fe8-b708-4e97-be58-3a2fdd2695dd","2002-08-26",NA,NA,"butorides virescens","orn","idigbio"
"ncsm_5143","ncsm","5143","4991d1c9-0dca-4ef0-b7b7-263a022f5cb3",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"mmnh_20074","mmnh","20074","4addfe9d-0acf-4f24-b8f9-41ef77e53f30","1965-12-09",NA,NA,"butorides virescens","bird","idigbio"
"crcm_57-14","crcm","57-14","4b7a68ba-02ea-4ea3-ad4e-4f877122eb47","1955-06-20","34.301509","-77.719807","butorides virescens","birds","idigbio"
"dmnh_84526","dmnh","84526","4b886ca0-b65e-4dc7-9a06-5220b0863714","1999-08-25","39.609211","-75.8328629","butorides virescens","bird","idigbio"
"mmnh_20055","mmnh","20055","4c46055d-a583-4194-b0f6-4da447dc403d","1961-08-08",NA,NA,"butorides virescens","bird","idigbio"
"dmnh_77832","dmnh","77832","4c5558fd-3ad6-40d8-97e8-a9089ad93743","1989-06-29","39.8702391","-75.5900788","butorides virescens","bird","idigbio"
"ummz_21373","ummz","21373","4c720101-49a2-4a69-8eb8-2e75b6b7f4a4",NA,NA,NA,"butorides virescens","birds","idigbio"
"mmnh_20078","mmnh","20078","4cf49431-018f-41fb-9547-6c28f9306e6d","1962-05-23",NA,NA,"butorides virescens","bird","idigbio"
"mmnh_22874","mmnh","22874","4da64191-9037-41fe-a072-aa8f8e6e65c2",NA,NA,NA,"butorides virescens","bird","idigbio"
"wfvz_205566","wfvz","205566","4e12cac1-8e17-4941-a8f4-112c50022fe4","1885-04-25","30.1052325","-93.903588","butorides virescens","eggs","idigbio"
"wfvz_205543","wfvz","205543","4e2a33f7-53c2-4f33-b941-2acbef47364c","1895-04-15",NA,NA,"butorides virescens","eggs","idigbio"
"msu_or.16","msu","or.16","4e46dad5-c017-4089-97dd-d51cbe9dbca5",NA,NA,NA,"butorides virescens","or","idigbio"
"pmns_orn006654","pmns","orn006654","4ea40aee-693d-442a-bb6b-e73a9d5c5485",NA,NA,NA,"butorides virescens","birds","idigbio"
"wfvz_12738","wfvz","12738","4f06fd6d-3cf7-4d6a-85d8-8b720bcd5975","1946-01-09","15.2342066","-92.9001728","butorides virescens","bird","idigbio"
"mlz_67284","mlz","67284","4f1ae5ed-0104-4962-a4de-95760d754091","1937-10-16","14.1","-87.216667","butorides virescens","bird specimens","idigbio"
"uwbm_89636","uwbm","89636","4f88e35b-1cfc-4d0b-bce6-3e4c09d7ff18","2005-08-28",NA,NA,"butorides virescens","bird","idigbio"
"sbmnh_10436","sbmnh","10436","4fa0b065-c8a6-4b61-b857-ccb07d9e5060","1998",NA,NA,"butorides virescens","av","idigbio"
"omnh_7481.0","omnh","7481.0","4fb898a0-127f-49c1-b006-2bd8809298f4","1973-10-11","35.2149658","-97.4510117","butorides virescens","birds","idigbio"
"ypm_ypm orn 109815","ypm","ypm orn 109815","4fed3179-0ab8-48af-bf78-651358558ab1","1978-09-11","41.2222","-73.0569","butorides virescens","vz","idigbio"
"mlz_18214","mlz","18214","500679e8-2519-44c8-8d5e-d9f9ac2c831e","1937-03-08","25.295049","-108.486722","butorides virescens","bird specimens","idigbio"
"wfvz_205502","wfvz","205502","502b86fb-b1b7-4bc8-b84b-2d486f453767","1904-05-24",NA,NA,"butorides virescens","eggs","idigbio"
"omnh_16683.0","omnh","16683.0","502c3cf9-0c5e-4c4b-a314-2ee87b87e1f9","1980-09-01","35.2149658","-97.4510117","butorides virescens","birds","idigbio"
"wfvz_2799","wfvz","2799","504a19b8-ed84-4f69-b9d7-791cd172368a","2003-06-11","33.8694178","-117.7648544","butorides virescens","bird","idigbio"
"wfvz_205540","wfvz","205540","51552143-a298-43d1-845c-5dd913a644c8","1898-05-03",NA,NA,"butorides virescens","eggs","idigbio"
"ypm_ypm orn 129773","ypm","ypm orn 129773","5179b77a-3560-435a-aa79-e2c94454e50e","1916-05-09","38.4406","-122.7133","butorides virescens","vz","idigbio"
"lacm_86488","lacm","86488","52f19426-59e2-4588-84c3-da8384787164","1933-10-19",NA,NA,"butorides virescens","birds","idigbio"
"psm_bird-11864","psm","bird-11864","530dc67d-432d-463d-a0c0-d9a7844605a1","1941-05-24","29.5582409","-96.3352432","butorides virescens","bird","idigbio"
"wfvz_205561","wfvz","205561","53409bfa-49e7-40d1-9791-6798924fe447","1899-05-26",NA,NA,"butorides virescens","eggs","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds b 4598","ohio state university - bird division, columbus, oh (osum)","osum birds b 4598","5358e532-af2e-4174-89d2-01bb16e50a18",NA,"40.2503","-83.0002","butorides virescens","birds","idigbio"
"uwbm_34287","uwbm","34287","535b377b-aa11-4783-a039-05e43d1825eb","1938-07-11","29.7093398","-95.0193748","butorides virescens","bird","idigbio"
"ypm_ypm orn 119650","ypm","ypm orn 119650","53beaf57-4fc9-4b76-b298-8f7b4629366f","1966-09","41.2889","-72.6822","butorides virescens","vz","idigbio"
"mmnh_12306","mmnh","12306","5414c808-da01-47d1-97b2-10c716474e48","1954-06-30",NA,NA,"butorides virescens","bird","idigbio"
"wnmu_1030","wnmu","1030","54770ae2-3e49-425d-ae7d-dee7d96b1b22","1960-10-18",NA,NA,"butorides virescens","bird specimens","idigbio"
"mmnh_20043","mmnh","20043","54df9ec8-9a3f-4db9-b404-4666e2fad08a","1961-09-24",NA,NA,"butorides virescens","bird","idigbio"
"pmns_orn004814","pmns","orn004814","55be6e24-55d1-4632-b4ae-5bacdee402c3","1950-09-20",NA,NA,"butorides virescens","birds","idigbio"
"ncsm_19020","ncsm","19020","560b01dc-52c2-41d9-9465-de6a469a2471",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"ncsm_5739","ncsm","5739","5756ea03-fecf-4848-9a4a-4000f29c28c3",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"dmnh_85356","dmnh","85356","5827b38d-b703-4af3-b130-cc1ae72af0ed","2003-09-21","38.769878","-75.0985909","butorides virescens","bird","idigbio"
"wfvz_4141","wfvz","4141","5893aa66-c579-464d-af7f-ffdb13d9799e","1959-02-23","16.2224936","-94.1668703","butorides virescens","bird","idigbio"
"wfvz_12735","wfvz","12735","58d61e04-3a20-46e4-b524-0b1ad4ee3d55","1943-09-13","15.36281","-92.6548877","butorides virescens","bird","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds e 953","ohio state university - bird division, columbus, oh (osum)","osum birds e 953","58ec345c-df0e-4f50-bf17-4a719f11ae96",NA,"40.8424","-83.3044","butorides virescens","birds","idigbio"
"mcz_995","mcz","995","590657d9-6141-402a-b422-4c7357112f87","1859-01-01/1859-12-31",NA,NA,"butorides virescens","orn","idigbio"
"omnh_7430.0","omnh","7430.0","590f9436-a76d-44b5-a9af-28260c1e0832","1972-05-02","36.750988","-95.9619598","butorides virescens","birds","idigbio"
"ohio state university - bird division, columbus, oh (osum)_osum birds tb 140","ohio state university - bird division, columbus, oh (osum)","osum birds tb 140","59849235-046a-4956-a106-31cc354eb531",NA,"0","0","butorides virescens","birds","idigbio"
"msb_30981","msb","30981","5a36cf71-b142-4b96-a211-029592ad7956","2010-06-10",NA,NA,"butorides virescens","bird specimens","idigbio"
"mmnh_20061","mmnh","20061","5a738a58-4228-4778-b455-3c9b4affd8fb","1962-05-27",NA,NA,"butorides virescens","bird","idigbio"
"hsu_1523","hsu","1523","5b019afd-6a40-43c3-b2be-2136aa17c5d7","1902-05-26",NA,NA,"butorides virescens","wildlifeeggsnest","idigbio"
"ummz_20831","ummz","20831","5b17cf4c-cb75-480c-b8c0-fcbcfe5aaa48",NA,NA,NA,"butorides virescens","birds","idigbio"
"wfvz_205545","wfvz","205545","5ba257be-6b40-4e73-bb38-1fa26f0433ea","1909-05-12",NA,NA,"butorides virescens","eggs","idigbio"
"wfvz_205558","wfvz","205558","5bb320cc-c510-4bb3-bed6-dd31a00ad52f","1907-06-12",NA,NA,"butorides virescens","eggs","idigbio"
"mmnh_20034","mmnh","20034","5c2e5941-24aa-49f4-85cc-357b15e7fae3","1961-12-17",NA,NA,"butorides virescens","bird","idigbio"
"ncsm_5740","ncsm","5740","5c8715c6-fae0-4de4-a5ae-0d5d71ea79f2",NA,NA,NA,"butorides virescens","ncsm-birds","idigbio"
"ucm_4479","ucm","4479","5c8e4a4b-ef49-41fe-8aad-70c2015479f0","1942-06-18","41.43111","-81.3925","butorides virescens","bird specimens","idigbio"
"nysm_zo-11539","nysm","zo-11539","5cb4720f-7668-4128-b497-874507f80d95","1898-05-27","42.958073","-77.0578","butorides virescens","zo","idigbio"
"pmns_orn001306","pmns","orn001306","5df67a2d-90f3-4676-ba8f-a5042e22d23c","1940-04-14",NA,NA,"butorides virescens","birds","idigbio"
"psm_bird-11867","psm","bird-11867","5e4df307-9aab-4ac9-8f2f-982740ec68ae","1933-05-18","35.4813956","-120.5225944","butorides virescens","bird","idigbio"
